[2025-08-12 10:31:19] [INFO    ] discord.client: logging in using static token
[2025-08-12 10:31:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 8, 'op': 0, 'd': {'user_id': '1083543207322865785', 'timestamp': 1754962316, 'member': {'user': {'username': 'hojeongkim03', 'public_flags': 0, 'primary_guild': None, 'id': '1083543207322865785', 'global_name': 'hojeongkim', 'display_name_styles': None, 'display_name': 'hojeongkim', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b3110ef5f85f9c61583248e24e8a4090'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'hjkim', 'mute': False, 'joined_at': '2025-06-03T03:37:58.880000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1379303073784270952', 'guild_id': '1379303073150664744'}}
[2025-08-12 10:31:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-12 10:31:56] [DEBUG   ] discord.client: Dispatching event typing
[2025-08-12 10:31:56] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-08-12 10:31:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-12T01:31:56.755000+00:00', 'pinned': False, 'nonce': '1404638505417572352', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': 'hjkim', 'mute': False, 'joined_at': '2025-06-03T03:37:58.880000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1404638506013163666', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!secret', 'components': [], 'channel_type': 0, 'channel_id': '1379303073784270952', 'author': {'username': 'hojeongkim03', 'public_flags': 0, 'primary_guild': None, 'id': '1083543207322865785', 'global_name': 'hojeongkim', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b3110ef5f85f9c61583248e24e8a4090'}, 'attachments': [], 'guild_id': '1379303073150664744'}}
[2025-08-12 10:31:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-12 10:31:56] [DEBUG   ] discord.client: Dispatching event message
[2025-08-12 10:31:56] [DEBUG   ] discord.client: Dispatching event command
[2025-08-12 10:31:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-12T01:31:57.170000+00:00', 'pinned': False, 'nonce': '7739452020655915143', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1404394531561934900'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-11T09:22:28.738000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1404638507753799712', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You do not have permission to do that!', 'components': [], 'channel_type': 0, 'channel_id': '1379303073784270952', 'author': {'username': 'gif-bot', 'public_flags': 0, 'primary_guild': None, 'id': '1404307063005384816', 'global_name': None, 'display_name_styles': None, 'discriminator': '2819', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1379303073150664744'}}
[2025-08-12 10:31:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-12 10:31:57] [DEBUG   ] discord.client: Dispatching event message
[2025-08-12 10:31:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1379303073784270952/messages with {"content":"You do not have permission to do that!","components":[],"nonce":"7739452020655915143","enforce_nonce":true,"tts":false} has returned 200
[2025-08-12 10:31:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1379303073784270952/messages has received {'type': 0, 'content': 'You do not have permission to do that!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-12T01:31:57.170000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1404638507753799712', 'channel_id': '1379303073784270952', 'author': {'id': '1404307063005384816', 'username': 'gif-bot', 'avatar': None, 'discriminator': '2819', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7739452020655915143'}
[2025-08-12 10:31:57] [DEBUG   ] discord.client: Dispatching event command_error
[2025-08-12 10:32:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-08-12 10:32:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:32:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 11, 'op': 0, 'd': {'user': {'username': 'hojeongkim03', 'public_flags': 0, 'primary_guild': None, 'id': '1083543207322865785', 'global_name': 'hojeongkim', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b3110ef5f85f9c61583248e24e8a4090'}, 'unusual_dm_activity_until': None, 'roles': ['1404634955761324062'], 'premium_since': None, 'pending': False, 'nick': 'hjkim', 'joined_at': '2025-06-03T03:37:58.880000+00:00', 'guild_id': '1379303073150664744', 'flags': 0, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-08-12 10:32:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-12 10:32:03] [DEBUG   ] discord.client: Dispatching event member_update
[2025-08-12 10:32:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:32:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:33:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:33:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:34:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:34:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:34:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:34:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:35:27] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:35:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:36:08] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:36:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:36:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:36:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:37:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:37:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:38:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:38:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:38:53] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:38:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:39:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:39:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:40:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:40:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:40:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:40:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:41:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:41:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:42:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:42:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:43:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:43:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:43:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:43:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-12 10:44:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-12 10:44:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
